Id;Heure;Debit;Total;Pression
172;14:56:03;252;328,7688553;18
173;14:56:05;253;337,3979591;12
174;14:56:07;255;343,4383317;11
175;14:56:09;254;351,2045252;18
176;14:56:11;254;358,9707186;12
177;14:56:13;255;365,8740016;12
178;14:56:15;255;372,7772847;18
179;14:56:17;255;380,5434781;12
180;14:56:19;256;387,4467612;12
181;14:56:21;256;394,3500442;17
182;14:56:23;256;402,979148;12
183;14:56:25;256;409,0195207;13
184;14:56:27;256;416,7857141;15
185;14:56:29;257;424,5519076;12
186;14:56:31;258;431,4551906;13
187;14:56:33;256;438,3584737;12
188;14:56:35;258;446,1246671;11
189;14:56:37;258;453,0279502;12
190;14:56:39;256;460,7941436;10
191;14:56:41;258;468,560337;10
192;14:56:43;258;475,4636201;12
193;14:56:45;259;483,2298135;10
194;14:56:47;259;490,1330965;8
195;14:56:49;260;497,89929;12
196;14:56:51;261;505,6654834;11
197;14:56:53;258;512,5687665;8
198;14:56:55;260;519,4720495;12
199;14:56:57;261;527,2382429;13
200;14:56:59;259;535,0044364;12
201;14:57:01;260;541,9077194;10
202;14:57:03;261;549,6739129;12
203;14:57:05;261;557,4401063;19
204;14:57:07;258;564,3433893;8
205;14:57:09;260;572,1095828;12
206;14:57:11;260;579,8757762;12
207;14:57:13;258;586,7790592;10
208;14:57:15;259;594,5452527;12
209;14:57:17;260;602,3114461;10
210;14:57:19;258;608,3518188;20
211;14:57:21;256;616,9809226;8
212;14:57:23;258;624,747116;13
213;14:57:25;259;630,7874887;11
214;14:57:27;257;639,4165925;10
215;14:57:29;256;647,1827859;12
216;14:57:31;257;654,086069;11
217;14:57:33;256;660,989352;19
218;14:57:35;255;669,6184558;12
219;14:57:37;255;676,5217389;12
220;14:57:39;258;683,4250219;10
221;14:57:41;256;691,1912154;9
222;14:57:43;256;698,0944984;12
223;14:57:45;257;705,8606919;12
224;14:57:47;257;713,6268853;10
225;14:57:49;256;720,5301683;10
226;14:57:51;255;728,2963618;12
227;14:57:53;258;736,0625552;19
228;14:57:55;257;742,9658383;8
229;14:57:57;257;750,7320317;12
230;14:57:59;256;758,4982251;10
231;14:58:01;258;764,5385978;19
232;14:58:03;257;773,1677016;8
233;14:58:05;257;780,0709846;13
234;14:58:07;256;786,9742677;10
235;14:58:09;257;794,7404611;16
236;14:58:11;256;802,5066546;12
237;14:58:13;256;809,4099376;13
238;14:58:15;255;816,3132207;10
239;14:58:17;255;824,0794141;8
240;14:58:19;255;830,9826971;12
241;14:58:21;255;838,7488906;13
242;14:58:23;255;846,515084;16
243;14:58:25;253;853,4183671;8
244;14:58:27;253;861,1845605;12
245;14:58:29;253;868,9507539;10
246;14:58:31;255;874,9911266;18
247;14:58:33;256;883,6202304;8
248;14:58:35;257;891,3864238;13
249;14:58:37;257;897,4267965;10
250;14:58:39;258;905,1929899;18
251;14:58:41;258;912,9591834;12
252;14:58:43;259;919,8624664;12
253;14:58:45;260;927,6286598;10
254;14:58:47;261;935,3948533;9
255;14:58:49;260;942,2981363;10
256;14:58:51;261;950,0643298;12
257;14:58:53;262;957,8305232;14
258;14:58:55;263;964,7338062;12
259;14:58:57;266;972,4999997;10
260;14:58:59;269;980,2661931;13
261;14:59:01;273;987,1694761;10
262;14:59:03;277;994,9356696;17
263;14:59:05;279;1002,701863;12
264;14:59:07;283;1009,605146;12
265;14:59:09;287;1017,371339;10
266;14:59:11;292;1025,137533;10
267;14:59:13;296;1032,903726;9
268;14:59:15;298;1040,66992;12
269;14:59:17;302;1047,573203;10
270;14:59:19;305;1054,476486;18
271;14:59:21;311;1063,10559;8
272;14:59:23;315;1070,871783;12
273;14:59:25;319;1077,775066;12
274;14:59:27;323;1087,26708;12
275;14:59:29;325;1095,896184;10
276;14:59:31;326;1104,525288;12
277;14:59:33;327;1114,880213;12
278;14:59:35;326;1124,372227;10
279;14:59:37;325;1133,001331;13
280;14:59:39;324;1142,493345;12
281;14:59:41;325;1151,985359;13
282;14:59:43;324;1160,614463;9
283;14:59:45;324;1170,969387;6
284;14:59:47;325;1179,598491;8
285;14:59:49;325;1189,090505;8
286;14:59:51;326;1198,58252;22
287;14:59:53;324;1208,074534;16
288;14:59:55;323;1216,703638;10
289;14:59:57;323;1227,058562;10
290;14:59:59;324;1236,550576;9
291;15:00:01;324;1245,17968;12
292;15:00:03;324;1254,671694;11
293;15:00:05;323;1265,026619;12
294;15:00:07;324;1273,655723;6
295;15:00:09;324;1283,147737;8
296;15:00:11;324;1291,776841;6
297;15:00:13;323;1301,268855;21
298;15:00:15;322;1310,760869;9
299;15:00:17;322;1320,252883;10
300;15:00:19;322;1328,881987;13
301;15:00:21;322;1339,236912;12
302;15:00:23;321;1348,728926;12
303;15:00:25;322;1357,35803;8
304;15:00:27;322;1366,850044;8
305;15:00:29;322;1376,342058;6
306;15:00:31;320;1384,971162;24
307;15:00:33;320;1394,463176;10
308;15:00:35;319;1403,95519;12
309;15:00:37;318;1412,584294;11
310;15:00:39;319;1422,076308;11
311;15:00:41;319;1431,568322;14
312;15:00:43;320;1440,197426;12
313;15:00:45;320;1449,68944;10
314;15:00:47;321;1459,181455;12
315;15:00:49;321;1467,810559;6
316;15:00:51;320;1477,302573;12
317;15:00:53;320;1486,794587;7
318;15:00:55;319;1494,56078;18
319;15:00:57;319;1504,915705;10
320;15:00:59;319;1514,407719;10
321;15:01:01;319;1523,036823;13
322;15:01:03;320;1532,528837;10
323;15:01:05;321;1542,020851;12
324;15:01:07;321;1550,649955;12
325;15:01:09;322;1560,141969;8
326;15:01:11;321;1569,633983;10
327;15:01:13;321;1578,263087;6
328;15:01:15;320;1587,755101;24
329;15:01:17;320;1597,247116;11
330;15:01:19;320;1605,013309;11
331;15:01:21;321;1615,368234;11
332;15:01:23;321;1624,860248;10
333;15:01:25;321;1633,489352;13
334;15:01:27;322;1642,981366;11
335;15:01:29;322;1652,47338;10
336;15:01:31;322;1661,102484;12
337;15:01:33;322;1670,594498;6
338;15:01:35;321;1680,086512;8
339;15:01:37;321;1688,715616;9
340;15:01:39;321;1698,20763;20
341;15:01:41;322;1707,699644;20
342;15:01:43;322;1716,328748;10
343;15:01:45;322;1725,820762;13
344;15:01:47;323;1735,312777;12
345;15:01:49;324;1743,941881;10
346;15:01:51;324;1754,296805;13
347;15:01:53;322;1763,788819;11
348;15:01:55;322;1772,417923;8
349;15:01:57;323;1781,909937;6
350;15:01:59;323;1790,539041;6
351;15:02:01;323;1799,168145;24
352;15:02:03;323;1809,523069;10
353;15:02:05;324;1819,015084;12
354;15:02:07;325;1827,644187;13
355;15:02:09;325;1837,136202;10
356;15:02:11;324;1846,628216;12
357;15:02:13;323;1855,25732;13
358;15:02:15;324;1865,612244;6
359;15:02:17;324;1874,241348;8
360;15:02:19;324;1883,733362;10
361;15:02:21;324;1892,362466;16
362;15:02:23;325;1902,717391;24
363;15:02:25;326;1911,346494;11
364;15:02:27;326;1920,838509;13
365;15:02:29;325;1931,193433;14
366;15:02:31;326;1938,959627;12
367;15:02:33;326;1949,314551;8
368;15:02:35;326;1958,806565;12
369;15:02:37;326;1967,435669;6
370;15:02:39;326;1976,927683;24
371;15:02:41;326;1986,419698;21
372;15:02:43;326;1995,048801;10
373;15:02:45;328;2005,403726;13
374;15:02:47;327;2014,89574;14
375;15:02:49;327;2023,524844;13
376;15:02:51;328;2033,879769;7
377;15:02:53;328;2042,508872;9
378;15:02:55;328;2052,000887;10
379;15:02:57;327;2061,492901;13
380;15:02:59;328;2070,984915;20
381;15:03:01;329;2079,614019;13
382;15:03:03;329;2089,968943;10
383;15:03:05;329;2099,460958;12
384;15:03:07;329;2108,090061;12
385;15:03:09;329;2118,444986;5
386;15:03:11;328;2127,07409;6
387;15:03:13;329;2135,703194;26
388;15:03:15;330;2146,058118;10
389;15:03:17;329;2155,550132;10
390;15:03:19;330;2164,179236;12
391;15:03:21;329;2174,534161;14
392;15:03:23;329;2184,889085;12
393;15:03:25;329;2193,518189;6
394;15:03:27;328;2203,010203;16
395;15:03:29;329;2212,502218;12
396;15:03:31;329;2221,131321;10
397;15:03:33;329;2231,486246;14
398;15:03:35;329;2240,97826;14
399;15:03:37;329;2249,607364;13
400;15:03:39;329;2259,962288;6
401;15:03:41;328;2269,454303;8
