Id ;Heure;Debit;Total;Pression;Densite
384;10:25:28;340;9522;59;
385;10:25:38;336,5;9576;59;
386;10:25:48;333;9631;58;
387;10:25:58;329,5;9685;58;
388;10:26:08;329,5;9740;58;
389;10:26:18;329,5;9794;58;
390;10:26:28;329,5;9849;58;
391;10:26:38;326;9903;58;
392;10:26:48;322,5;9958;58;
393;10:26:58;322,5;10012;58;
394;10:27:08;319;10067;58;
395;10:27:18;322,5;10121;58;
396;10:27:28;326;10176;58;
397;10:27:38;329,5;10231;58;
398;10:27:48;329,5;10285;58;
399;10:27:58;336,5;10340;58;
400;10:28:08;340;10395;58;
401;10:28:18;340;10450;58;
402;10:28:28;336,5;10504;58;
403;10:28:38;340;10559;58;
404;10:28:48;340;10614;58;
405;10:28:58;340;10669;58;
406;10:29:08;343,5;10719;58;
407;10:29:18;340;10774;58;
408;10:29:28;340;10829;58;
409;10:29:38;336,5;10884;58;
410;10:29:48;340;10939;58;
411;10:29:58;336,5;10994;58;
412;10:30:08;333;11049;58;
413;10:30:18;333;11105;58;
414;10:30:28;336,5;11160;58;
415;10:30:38;336,5;11215;58;
416;10:30:48;336,5;11270;58;
417;10:30:58;333;11326;57;
418;10:31:08;329,5;11381;57;
419;10:31:18;329,5;11436;57;
420;10:31:28;329,5;11492;57;
421;10:31:38;333;11547;57;
422;10:31:48;333;11602;58;
423;10:31:58;333;11658;57;
424;10:32:08;333;11713;57;
425;10:32:18;333;11769;57;
426;10:32:28;333;11824;57;
427;10:32:38;329,5;11880;58;
428;10:32:48;333;11935;57;
429;10:32:58;336,5;11990;57;
430;10:33:08;340;12046;57;
431;10:33:18;340;12102;57;
432;10:33:28;340;12157;57;
433;10:33:38;340;12213;57;
434;10:33:48;340;12268;57;
435;10:33:58;343,5;12324;57;
436;10:34:08;343,5;12379;57;
437;10:34:18;347;12435;57;
438;10:34:28;343,5;12491;57;
439;10:34:38;347;12546;57;
440;10:34:48;343,5;12602;57;
441;10:34:58;343,5;12658;57;
442;10:35:08;343,5;12708;57;
443;10:35:18;343,5;12764;57;
444;10:35:28;343,5;12819;57;
445;10:35:38;343,5;12875;57;
446;10:35:48;347;12931;57;
447;10:35:58;340;12987;57;
448;10:36:08;340;13042;57;
449;10:36:18;336,5;13098;57;
450;10:36:28;340;13154;57;
451;10:36:38;336,5;13210;56;
452;10:36:48;336,5;13266;57;
453;10:36:58;336,5;13322;57;
454;10:37:08;336,5;13377;57;
455;10:37:18;336,5;13433;57;
456;10:37:28;336,5;13489;57;
457;10:37:38;336,5;13545;57;
458;10:37:48;333;13601;57;
459;10:37:58;336,5;13657;57;
460;10:38:08;336,5;13713;57;
461;10:38:18;340;13768;56;
462;10:38:28;336,5;13824;56;
463;10:38:38;336,5;13880;56;
464;10:38:48;336,5;13936;57;
465;10:38:58;336,5;13992;57;
466;10:39:08;333;14048;57;
467;10:39:18;333;14104;57;
468;10:39:28;333;14160;56;
469;10:39:38;333;14217;57;
470;10:39:48;333;14273;57;
471;10:39:58;333;14329;56;
472;10:40:08;333;14385;56;
