Id;Heure;Profondeur;Vitesse;Effort
1;07:59:07;0;0;461,12
2;07:59:08;0;0;461,12
3;07:59:09;0;0;461,12
4;07:59:10;0;0;461,12
5;07:59:11;0;0;461,12
6;07:59:12;0;0;454,57
7;07:59:13;0;0;454,57
8;07:59:14;0;0;461,12
9;07:59:15;0;0;454,57
10;07:59:16;0;0;454,57
11;07:59:17;0;0;461,12
12;07:59:18;0;0;454,57
13;07:59:19;0;0;461,12
14;07:59:20;0;0;461,12
15;07:59:21;0;0;461,12
16;07:59:22;0;0;461,12
17;07:59:23;0;0;461,12
18;07:59:24;0;0;461,12
19;07:59:25;0;0;461,12
20;07:59:26;0;0;461,12
21;07:59:27;0;0;461,12
22;07:59:28;0;0;461,12
23;07:59:29;0;0;461,12
24;07:59:30;0;0;461,12
25;07:59:31;0;0;461,12
26;07:59:32;0;0;461,12
27;07:59:33;0;0;461,12
28;07:59:34;0;0;461,12
29;07:59:35;0;0;461,12
30;07:59:36;0;0;461,12
31;07:59:37;0;0;461,12
32;07:59:38;0;0;454,57
33;07:59:39;0;0;454,57
34;07:59:40;0;0;461,12
35;07:59:41;0;0;461,12
36;07:59:42;0;0;454,57
37;07:59:43;0;0;454,57
38;07:59:44;0;0;454,57
39;07:59:45;0;0;461,12
40;07:59:46;0;0;461,12
41;07:59:47;0;0;454,57
42;07:59:48;0;0;461,12
43;07:59:49;0;0;454,57
44;07:59:50;0;0;454,57
45;07:59:51;0;0;454,57
46;07:59:52;0;0;454,57
47;07:59:53;0;0;454,57
48;07:59:54;0;0;454,57
49;07:59:55;0;0;454,57
50;07:59:56;0;0;461,12
51;07:59:57;0;0;454,57
52;07:59:58;0;0;448,02
53;07:59:59;0;0;454,57
54;08:00:00;0;0;448,02
55;08:00:01;0;0;454,57
56;08:00:02;0;0;454,57
57;08:00:03;0;0;454,57
58;08:00:04;0;0;448,02
59;08:00:05;0;0;454,57
60;08:00:06;0;0;454,57
61;08:00:07;0;0;454,57
62;08:00:08;0;0;448,02
63;08:00:09;0;0;448,02
64;08:00:10;0;0;448,02
65;08:00:11;0;0;448,02
66;08:00:12;0;0;448,02
67;08:00:13;0;0;448,02
68;08:00:14;0;0;448,02
69;08:00:15;0;0;448,02
70;08:00:16;0;0;454,57
71;08:00:17;0;0;448,02
72;08:00:18;0;0;448,02
73;08:00:19;0;0;454,57
74;08:00:20;0;0;448,02
75;08:00:21;0;0;448,02
76;08:00:22;0;0;448,02
77;08:00:23;0;0;448,02
78;08:00:24;0;0;454,57
79;08:00:25;0;0;448,02
80;08:00:26;0;0;454,57
81;08:00:27;0;0;448,02
82;08:00:28;0;0;448,02
83;08:00:29;0;0;448,02
84;08:00:30;0;0;448,02
85;08:00:31;0;0;448,02
86;08:00:32;0;0;448,02
87;08:00:33;0;0;454,57
88;08:00:34;0;0;454,57
89;08:00:35;0;0;448,02
90;08:00:36;0;0;454,57
91;08:00:37;0;0;448,02
92;08:00:38;0;0;448,02
93;08:00:39;0;0;448,02
94;08:00:40;0;0;448,02
95;08:00:41;0;0;448,02
96;08:00:42;0;0;448,02
97;08:00:43;0;0;454,57
98;08:00:44;0;0;441,47
99;08:00:45;0;0;448,02
100;08:00:46;0;0;454,57
101;08:00:47;0;0;441,47
102;08:00:48;0;0;448,02
103;08:00:49;0;0;448,02
104;08:00:50;0;0;454,57
105;08:00:51;0;0;448,02
106;08:00:52;0;0;441,47
107;08:00:53;0;0;441,47
108;08:00:54;0;0;448,02
109;08:00:55;0;0;454,57
110;08:00:56;0;0;448,02
111;08:00:57;0;0;448,02
112;08:00:58;0;0;441,47
113;08:00:59;0;0;448,02
114;08:01:00;0;0;448,02
115;08:01:01;0;0;448,02
116;08:01:02;0;0;448,02
117;08:01:03;0;0;448,02
118;08:01:04;0;0;448,02
119;08:01:05;0;0;441,47
120;08:01:06;0;0;448,02
121;08:01:07;0;0;448,02
122;08:01:08;0;0;448,02
123;08:01:09;0;0;448,02
124;08:01:10;0;0;441,47
125;08:01:11;0;0;448,02
126;08:01:12;0;0;441,47
127;08:01:13;0;0;441,47
128;08:01:14;0;0;448,02
129;08:01:15;0;0;441,47
130;08:01:16;0;0;448,02
131;08:01:17;0;0;448,02
132;08:01:18;0;0;441,47
133;08:01:19;0;0;448,02
134;08:01:20;0;0;448,02
135;08:01:21;0;0;441,47
136;08:01:22;0;0;441,47
137;08:01:23;0;0;448,02
138;08:01:24;0;0;448,02
139;08:01:25;0;0;441,47
140;08:01:26;0;0;448,02
141;08:01:27;0;0;448,02
142;08:01:28;0;0;448,02
143;08:01:29;0;0;441,47
144;08:01:30;0;0;448,02
145;08:01:31;0;0;448,02
146;08:01:32;0;0;448,02
147;08:01:33;0;0;448,02
148;08:01:34;0;0;448,02
149;08:01:35;0;0;448,02
150;08:01:36;0;0;448,02
151;08:01:37;0;0;441,47
152;08:01:38;0;0;448,02
153;08:01:39;0;0;448,02
154;08:01:40;0;0;441,47
155;08:01:41;0;0;448,02
156;08:01:42;0;0;448,02
157;08:01:43;0;0;448,02
158;08:01:44;0;0;448,02
159;08:01:45;0;0;448,02
160;08:01:46;0;0;448,02
161;08:01:47;0;0;448,02
162;08:01:48;0;0;448,02
163;08:01:49;0;0;448,02
164;08:01:50;0;0;448,02
165;08:01:51;0;0;441,47
166;08:01:52;0;0;454,57
167;08:01:53;0;0;448,02
168;08:01:54;0;0;448,02
169;08:01:55;0;0;454,57
170;08:01:56;0;0;454,57
171;08:01:57;0;0;454,57
172;08:01:58;0;0;448,02
173;08:01:59;0;0;448,02
174;08:02:00;0;0;448,02
175;08:02:01;0;0;448,02
176;08:02:02;0;0;448,02
177;08:02:03;0;0;454,57
178;08:02:04;0;0;448,02
179;08:02:05;0;0;448,02
180;08:02:06;0;0;454,57
181;08:02:07;0;0;448,02
182;08:02:08;0;0;454,57
183;08:02:09;0;0;448,02
184;08:02:10;0;0;448,02
185;08:02:11;0;0;454,57
186;08:02:12;0;0;448,02
187;08:02:13;0;0;454,57
188;08:02:14;0;0;454,57
189;08:02:15;0;0;454,57
190;08:02:16;0;0;448,02
191;08:02:17;0;0;448,02
192;08:02:18;0;0;454,57
193;08:02:19;0;0;448,02
194;08:02:20;0;0;454,57
195;08:02:21;0;0;448,02
196;08:02:22;0;0;454,57
197;08:02:23;0;0;454,57
198;08:02:24;0;0;454,57
199;08:02:25;0;0;454,57
200;08:02:26;0;0;448,02
201;08:02:27;0;0;448,02
202;08:02:28;0;0;448,02
203;08:02:29;0;0;448,02
204;08:02:30;0;0;448,02
205;08:02:31;0;0;448,02
206;08:02:32;0;0;454,57
207;08:02:33;0;0;448,02
208;08:02:34;0;0;448,02
209;08:02:35;0;0;448,02
210;08:02:36;0;0;454,57
211;08:02:37;0;0;454,57
212;08:02:38;0;0;454,57
213;08:02:39;0;0;454,57
214;08:02:40;0;0;454,57
215;08:02:41;0;0;448,02
216;08:02:42;0;0;448,02
217;08:02:43;0;0;454,57
218;08:02:44;0;0;454,57
219;08:02:45;0;0;448,02
