Id;Heure;Profondeur;Vitesse;Effort
1;07:55:35;0;0;0
2;07:55:36;0;0;0
3;07:55:38;0;0;0
4;07:55:38;0;0;0
5;07:55:39;0;0;0
6;07:55:41;0;0;0
7;07:55:41;0;0;0
8;07:55:42;0;0;0
9;07:55:44;0;0;0
10;07:55:45;0;0;0
11;07:55:45;0;0;0
12;07:55:47;0;0;0
13;07:55:48;0;0;0
14;07:55:48;0;0;0
15;07:55:49;0;0;0
16;07:55:51;0;0;0
17;07:55:51;0;0;0
18;07:55:52;0;0;0
19;07:55:54;0;0;0
20;07:55:54;0;0;0
21;07:55:55;0;0;0
22;07:55:57;0;0;0
23;07:55:57;0;0;0
24;07:55:58;0;0;0
25;07:56:00;0;0;0
26;07:56:00;0;0;0
27;07:56:01;0;0;0
28;07:56:03;0;0;0
29;07:56:04;0;0;0
30;07:56:04;0;0;0
31;07:56:06;0;0;0
32;07:56:07;0;0;0
33;07:56:07;0;0;0
34;07:56:08;0;0;0
35;07:56:10;0;0;0
36;07:56:10;0;0;0
37;07:56:11;0;0;0
38;07:56:13;0;0;0
39;07:56:13;0;0;0
40;07:56:14;0;0;0
41;07:56:16;0;0;0
42;07:56:16;0;0;0
43;07:56:17;0;0;0
44;07:56:19;0;0;0
45;07:56:19;0;0;0
46;07:56:20;0;0;0
47;07:56:22;0;0;0
48;07:56:23;0;0;0
49;07:56:23;0;0;0
50;07:56:25;0;0;0
51;07:56:26;0;0;0
52;07:56:26;0;0;0
53;07:56:27;0;0;0
54;07:56:29;0;0;0
55;07:56:29;0;0;0
56;07:56:30;0;0;0
57;07:56:32;0;0;0
58;07:56:32;0;0;0
59;07:56:33;0;0;0
60;07:56:35;0;0;0
61;07:56:35;0;0;0
62;07:56:36;0;0;0
63;07:56:38;0;0;0
64;07:56:38;0;0;0
65;07:56:39;0;0;0
66;07:56:41;0;0;0
67;07:56:42;0;0;0
68;07:56:42;0;0;0
69;07:56:44;0;0;0
70;07:56:45;0;0;0
71;07:56:45;0;0;0
72;07:56:46;0;0;0
73;07:56:48;0;0;0
74;07:56:48;0;0;0
75;07:56:49;0;0;0
76;07:56:51;0;0;0
77;07:56:51;0;0;0
78;07:56:52;0;0;0
79;07:56:54;0;0;0
80;07:56:54;0;0;0
81;07:56:55;0;0;0
82;07:56:57;0;0;0
83;07:56:57;0;0;0
84;07:56:58;0;0;0
85;07:57:00;0;0;0
86;07:57:01;0;0;0
87;07:57:01;0;0;0
88;07:57:03;0;0;0
89;07:57:04;0;0;0
90;07:57:04;0;0;0
91;07:57:05;0;0;0
92;07:57:07;0;0;0
93;07:57:07;0;0;0
94;07:57:08;0;0;0
95;07:57:10;0;0;0
96;07:57:10;0;0;0
97;07:57:11;0;0;0
98;07:57:13;0;0;0
99;07:57:13;0;0;0
100;07:57:14;0;0;0
101;07:57:16;0;0;0
102;07:57:16;0;0;0
103;07:57:17;0;0;0
104;07:57:19;0;0;0
105;07:57:20;0;0;0
106;07:57:20;0;0;0
107;07:57:22;0;0;0
108;07:57:23;0;0;0
109;07:57:23;0;0;0
110;07:57:24;0;0;0
111;07:57:26;0;0;0
112;07:57:26;0;0;0
113;07:57:27;0;0;0
114;07:57:29;0;0;0
115;07:57:29;0;0;0
116;07:57:30;0;0;0
117;07:57:32;0;0;0
118;07:57:32;0;0;0
119;07:57:33;0;0;0
120;07:57:35;0;0;0
121;07:57:35;0;0;0
122;07:57:36;0;0;0
123;07:57:38;0;0;0
124;07:57:39;0;0;0
125;07:57:39;0;0;0
126;07:57:41;0;0;0
127;07:57:42;0;0;0
128;07:57:42;0;0;0
129;07:57:43;0,100624566;4,3;0
130;07:57:45;0,301873699;9,3;0
131;07:57:45;0,301873699;1,6;0
132;07:57:46;0,301873699;0;0
133;07:57:48;0,301873699;0;0
134;07:57:48;0,301873699;0;0
135;07:57:49;0,301873699;0;0
136;07:57:51;0,301873699;0;0
137;07:57:51;0,301873699;0;0
138;07:57:52;0,301873699;0;0
139;07:57:54;0,301873699;0;0
140;07:57:54;0,301873699;0;0
141;07:57:55;0,301873699;0;0
142;07:57:57;0,301873699;0;0
143;07:57:58;0,301873699;0;0
144;07:57:58;0,301873699;0;0
145;07:58:00;0,301873699;0;0
146;07:58:01;0,301873699;0;0
147;07:58:01;0,301873699;0;0
148;07:58:02;0,301873699;0;0
149;07:58:04;0,301873699;0;0
150;07:58:04;0,301873699;0;0
151;07:58:05;0,301873699;0;0
152;07:58:07;0,301873699;0;0
153;07:58:07;0,301873699;0;0
154;07:58:08;0,301873699;0;0
155;07:58:10;0,301873699;0;0
156;07:58:10;0,301873699;0;0
157;07:58:11;0,301873699;0;0
158;07:58:13;0,301873699;0;0
159;07:58:13;0,301873699;0;0
160;07:58:14;0,301873699;0;0
161;07:58:16;0,301873699;0;0
162;07:58:17;0,301873699;0;0
163;07:58:17;0,301873699;0;0
164;07:58:19;0,301873699;0;0
165;07:58:20;0,301873699;1,2;0
166;07:58:20;0,402498265;8;0
167;07:58:21;0,603747398;8,1;0
168;07:58:23;0,603747398;0,7;0
169;07:58:23;0,603747398;0;0
170;07:58:24;0,603747398;0;0
171;07:58:26;0,603747398;2,3;0
172;07:58:26;0,704371964;7,4;0
173;07:58:27;0,704371964;0;0
174;07:58:29;0,704371964;0;0
175;07:58:29;0,704371964;0;0
176;07:58:30;0,704371964;0;0
177;07:58:32;0,704371964;0;0
178;07:58:32;0,704371964;1,5;126,415
179;07:58:33;0,603747398;5,6;280,995
180;07:58:35;0,603747398;0,1;28,165
181;07:58:36;0,603747398;0;0
182;07:58:36;0,603747398;0;0
183;07:58:38;0,603747398;0;0
184;07:58:39;0,603747398;0;0
185;07:58:39;0,603747398;0;0
186;07:58:40;0,603747398;0;0
187;07:58:42;0,603747398;0;0
188;07:58:42;0,603747398;0;0
189;07:58:43;0,603747398;0;0
190;07:58:45;0,603747398;0;0
191;07:58:45;0,603747398;0;0
192;07:58:46;0,603747398;0;0
193;07:58:48;0,603747398;0;0
194;07:58:48;0,603747398;0;0
195;07:58:49;0,603747398;0;0
196;07:58:51;0,603747398;0;0
197;07:58:51;0,603747398;0;0
198;07:58:52;0,603747398;0;0
199;07:58:54;0,603747398;0;0
200;07:58:55;0,603747398;0;0
201;07:58:55;0,603747398;0;0
202;07:58:57;0,603747398;0;0
203;07:58:58;0,603747398;0;0
204;07:58:58;0,603747398;0;0
205;07:58:59;0,603747398;0;0
206;07:59:01;0,603747398;0;0
207;07:59:01;0,603747398;0;0
208;07:59:02;0,603747398;0;0
209;07:59:04;0,603747398;0;0
210;07:59:04;0,603747398;0;0
211;07:59:05;0,603747398;0;0
212;07:59:07;0,603747398;0;0
213;07:59:07;0,603747398;0;0
214;07:59:08;0,603747398;0;0
215;07:59:10;0,603747398;0;0
216;07:59:10;0,603747398;0;0
217;07:59:11;0,603747398;0;0
218;07:59:13;0,603747398;0;0
219;07:59:14;0,603747398;0;0
220;07:59:14;0,603747398;0;0
221;07:59:16;0,603747398;0;0
222;07:59:17;0,603747398;0;0
223;07:59:17;0,603747398;0;0
224;07:59:18;0,603747398;0;0
225;07:59:20;0,603747398;0;0
226;07:59:20;0,603747398;0;0
227;07:59:21;0,603747398;0;0
228;07:59:23;0,603747398;0;0
229;07:59:23;0,603747398;0;0
230;07:59:24;0,603747398;0;0
231;07:59:26;0,603747398;0;0
232;07:59:26;0,603747398;0;0
233;07:59:27;0,603747398;0;0
234;07:59:29;0,603747398;0;0
235;07:59:29;0,603747398;0;0
236;07:59:30;0,603747398;0;0
237;07:59:32;0,603747398;0;0
238;07:59:33;0,603747398;0;0
239;07:59:33;0,603747398;0;0
240;07:59:35;0,603747398;0;0
241;07:59:36;0,603747398;0;0
242;07:59:36;0,603747398;0;0
243;07:59:37;0,603747398;0;0
244;07:59:39;0,603747398;0;0
245;07:59:39;0,603747398;0;0
246;07:59:40;0,603747398;0;0
247;07:59:42;0,603747398;0;0
248;07:59:42;0,603747398;0;0
249;07:59:43;0,603747398;0;0
250;07:59:45;0,603747398;0;0
251;07:59:45;0,603747398;0;0
252;07:59:46;0,603747398;0;0
253;07:59:48;0,603747398;0;0
254;07:59:48;0,603747398;0;0
255;07:59:49;0,603747398;0;0
256;07:59:51;0,603747398;0;0
257;07:59:52;0,603747398;0;0
258;07:59:52;0,603747398;0;0
259;07:59:54;0,603747398;0;0
260;07:59:55;0,603747398;0;0
261;07:59:55;0,603747398;0;0
262;07:59:56;0,603747398;0;0
263;07:59:58;0,603747398;0;0
264;07:59:58;0,603747398;0;0
265;07:59:59;0,603747398;0;0
266;08:00:01;0,603747398;0;0
267;08:00:01;0,603747398;0;0
268;08:00:02;0,603747398;0;0
269;08:00:04;0,603747398;0;0
270;08:00:04;0,704371964;0,6;0
271;08:00:05;0,80499653;5,7;224,665
272;08:00:07;0,905621096;7,4;203,705
273;08:00:07;1,106870229;7,9;0
274;08:00:08;1,308119362;12,2;0
275;08:00:10;1,509368494;12,3;0
276;08:00:11;1,509368494;4,8;0
277;08:00:11;1,509368494;0;0
278;08:00:13;0;0;0
279;08:00:14;0;87;0
280;08:00:14;0;0;0
281;08:00:15;0;0;0
282;08:00:17;0;0;0
283;08:00:17;0;0;0
284;08:00:18;0;0;0
285;08:00:20;0;0;0
286;08:00:20;0;0;0
287;08:00:21;0;0;0
288;08:00:23;0;0;0
289;08:00:23;0;0;0
290;08:00:24;0,201249133;3,9;0
291;08:00:26;0,301873699;9,2;0
292;08:00:26;0,503122831;10,5;0
293;08:00:27;0,80499653;12,8;0
294;08:00:29;1,006245663;14,2;0
295;08:00:30;1,207494795;13,9;0
296;08:00:30;1,509368494;14;0
297;08:00:32;1,710617627;13,9;0
298;08:00:33;1,911866759;14,2;0
299;08:00:33;2,213740458;14;0
300;08:00:34;2,414989591;14,3;0
301;08:00:36;2,716863289;14,7;0
302;08:00:36;2,918112422;14,7;0
303;08:00:37;3,219986121;15,1;0
304;08:00:39;3,421235253;15,2;0
305;08:00:39;3,723108952;15,3;0
306;08:00:40;3,924358085;15,8;0
307;08:00:42;4,226231783;15,3;0
308;08:00:42;4,528105482;15,7;0
309;08:00:43;4,729354615;15,5;0
310;08:00:45;5,031228314;15,8;0
311;08:00:45;5,232477446;15,5;0
312;08:00:46;5,534351145;15,3;0
313;08:00:48;5,735600278;15,5;0
314;08:00:49;6,037473976;14,9;0
315;08:00:49;6,339347675;15,5;0
316;08:00:51;6,540596808;15,2;0
317;08:00:52;6,842470507;15,6;0
318;08:00:52;7,043719639;15,7;0
319;08:00:53;7,345593338;15,7;0
320;08:00:55;7,647467037;16,2;0
321;08:00:55;7,848716169;16;0
322;08:00:56;8,150589868;16,2;0
323;08:00:58;8,452463567;16,1;0
324;08:00:58;8,6537127;16,2;0
325;08:00:59;8,955586398;16,1;0
326;08:01:01;9,257460097;16,2;0
327;08:01:01;9,559333796;16,1;0
328;08:01:02;9,760582929;16;0
329;08:01:04;10,06245663;16,3;0
330;08:01:04;10,36433033;15,9;0
331;08:01:05;10,56557946;16,2;0
332;08:01:07;10,86745316;16,3;0
333;08:01:08;11,16932686;16,3;0
334;08:01:08;11,37057599;16,4;0
335;08:01:10;11,67244969;16,3;0
336;08:01:11;11,97432339;17,9;0
337;08:01:11;12,37682165;19,7;0
338;08:01:12;12,67869535;19,7;0
339;08:01:14;12,98056905;19,8;0
340;08:01:14;13,38306731;19,6;0
341;08:01:15;13,68494101;19,7;0
342;08:01:17;13,98681471;19,7;0
343;08:01:17;14,28868841;19,9;0
344;08:01:18;14,69118668;19,7;0
345;08:01:20;14,99306037;20;0
346;08:01:20;15,39555864;20;0
347;08:01:21;15,7980569;23,5;0
348;08:01:23;16,20055517;25,4;0
349;08:01:23;16,60305344;25,5;0
350;08:01:24;17,10617627;25,5;0
351;08:01:26;17,50867453;25,9;0
352;08:01:27;17,9111728;25,8;0
353;08:01:27;18,31367106;25,8;0
354;08:01:29;18,81679389;25,9;0
355;08:01:30;19,21929216;26;0
356;08:01:30;19,62179042;25,9;0
357;08:01:31;20,12491325;25,9;0
358;08:01:33;20,52741152;26;0
359;08:01:33;20,92990978;25,9;0
