Id;Heure;Debit;Total;Pression;Densite
1;08:19:14;0;0;3,100000381;
2;08:19:24;0;0,828317285;3,640000343;
3;08:19:34;0;1,79468739;4,180000305;
4;08:19:44;0;1,79468739;4,180000305;
5;08:19:54;0;1,79468739;4,180000305;
6;08:20:04;0;1,79468739;4,180000305;
7;08:20:14;0;1,79468739;4,180000305;
8;08:20:24;0;1,79468739;4,180000305;
9;08:20:34;0;1,79468739;4,180000305;
10;08:20:44;0;1,79468739;4,180000305;
11;08:20:54;0;1,79468739;3,640000343;
12;08:21:04;0;1,79468739;4,180000305;
13;08:21:14;0;1,79468739;4,180000305;
14;08:21:24;0;1,79468739;4,180000305;
15;08:21:34;0;1,79468739;4,180000305;
16;08:21:44;0;1,79468739;4,180000305;
17;08:21:54;0;1,79468739;4,180000305;
18;08:22:04;0;1,79468739;4,180000305;
19;08:22:14;0;1,79468739;4,180000305;
20;08:22:24;0;1,79468739;4,180000305;
21;08:22:34;0;1,79468739;4,180000305;
22;08:22:44;0;1,79468739;4,180000305;
23;08:22:54;0;1,79468739;4,180000305;
24;08:23:04;0;1,79468739;4,180000305;
25;08:23:14;0;1,79468739;4,180000305;
26;08:23:24;0;1,79468739;4,180000305;
27;08:23:34;0;1,79468739;3,640000343;
28;08:23:44;0;1,79468739;4,180000305;
29;08:23:54;0;1,79468739;4,180000305;
30;08:24:04;0;1,79468739;4,180000305;
31;08:24:14;0;1,79468739;3,640000343;
32;08:24:24;0;1,79468739;4,180000305;
33;08:24:34;0;1,79468739;4,180000305;
34;08:24:44;0;1,79468739;4,180000305;
35;08:24:54;0;1,79468739;4,180000305;
36;08:25:04;0;1,79468739;4,180000305;
37;08:25:14;0;1,79468739;4,180000305;
38;08:25:24;0;1,79468739;4,180000305;
39;08:25:34;0;1,79468739;4,180000305;
40;08:25:44;0;1,79468739;4,180000305;
41;08:25:54;0;1,79468739;4,180000305;
42;08:26:04;0;1,79468739;4,180000305;
43;08:26:14;13,0164141;1,79468739;4,180000305;
44;08:26:24;17,74965559;1,79468739;4,180000305;
45;08:26:34;25,44117301;1,79468739;4,180000305;
46;08:26:44;32,54103524;1,79468739;4,180000305;
47;08:26:54;32,54103524;1,79468739;3,640000343;
48;08:27:04;32,54103524;2,346898794;4,180000305;
49;08:27:14;32,54103524;8,352198601;3,640000343;
50;08:27:24;19,52462115;18,98227119;4,180000305;
51;08:27:34;14,79137966;32,1663208;4,180000305;
52;08:27:44;8,874827794;41,8300209;4,180000305;
53;08:27:54;1,774965559;45,41939545;4,180000305;
54;08:28:04;1,774965559;45,41939545;3,640000343;
55;08:28:14;7,691517421;45,41939545;3,640000343;
56;08:28:24;7,691517421;45,41939545;3,640000343;
57;08:28:34;7,691517421;45,41939545;3,640000343;
58;08:28:44;7,691517421;45,62647629;3,640000343;
59;08:28:54;5,916551862;48,2494812;4,180000305;
60;08:29:04;5,916551862;49,14682388;4,180000305;
61;08:29:14;5,916551862;54,39283371;3,640000343;
62;08:29:24;0;55,98044205;3,640000343;
63;08:29:34;0;55,98044205;4,180000305;
64;08:29:44;0;56,25654602;3,640000343;
65;08:29:54;0;56,25654602;3,640000343;
66;08:30:04;0;56,25654602;4,180000305;
67;08:30:14;0;56,25654602;3,640000343;
68;08:30:24;0;56,25654602;3,640000343;
