Id;Heure;Profondeur;Vitesse;Effort
1;08:14:31;0;0;0
2;08:14:32;0;0;7
3;08:14:33;0;0;0
4;08:14:34;0;0;7
5;08:14:35;0;0;7
6;08:14:36;0;0;7
7;08:14:37;0;0;0
8;08:14:38;0;0;7
9;08:14:39;0;0;7
10;08:14:40;0;0;0
11;08:14:41;0;0;7
12;08:14:41;0;0;0
13;08:14:43;0;0;7
14;08:14:44;0;0;0
15;08:14:44;0;0;7
16;08:14:46;0;0;7
17;08:14:47;0;0;0
18;08:14:47;0;0;7
19;08:14:49;0;0;7
20;08:14:50;0;0;7
21;08:14:51;0;0;7
22;08:14:52;0;0;7
23;08:14:53;0;0;7
24;08:14:54;0;0;7
25;08:14:55;0;0;7
26;08:14:56;0;0;0
27;08:14:57;0;0;7
28;08:14:58;0;0;7
29;08:14:59;0;0;7
30;08:15:00;0;0;0
31;08:15:00;0;0;7
32;08:15:02;0;0;0
33;08:15:03;0;0;7
34;08:15:03;0;0;7
35;08:15:05;0;0;7
36;08:15:06;0;0;7
37;08:15:06;0;0;7
38;08:15:08;0;0;7
39;08:15:09;0;0;7
40;08:15:10;0;0;7
41;08:15:11;0;0;7
42;08:15:12;0;0;7
43;08:15:13;0;0;13
44;08:15:14;0;0;13
45;08:15:15;0;0;13
46;08:15:16;0;0;7
47;08:15:17;0;0;7
48;08:15:18;0;0;7
49;08:15:19;0;0;7
50;08:15:19;0;0;7
51;08:15:21;0;0;7
52;08:15:22;0;0;7
53;08:15:22;0;0;13
54;08:15:24;0;0;7
55;08:15:25;0;0;13
56;08:15:25;0;0;7
57;08:15:27;0;0;13
58;08:15:28;0;0;13
59;08:15:29;0;0;13
60;08:15:30;0;0;7
61;08:15:31;0;0;13
62;08:15:32;0;0;13
63;08:15:33;0;0;13
64;08:15:34;0;0;7
65;08:15:35;0;0;13
66;08:15:36;0;0;13
67;08:15:37;0;0;13
68;08:15:38;0;0;7
69;08:15:38;0;0;13
70;08:15:40;0;0;13
71;08:15:41;0;0;13
72;08:15:41;0;0;13
73;08:15:43;0;0;7
74;08:15:44;0;0;13
75;08:15:44;0;0;13
76;08:15:46;0;0;13
77;08:15:47;0;0;13
78;08:15:48;0;0;13
79;08:15:49;0;0;13
80;08:15:50;0;0;13
81;08:15:51;0;0;13
82;08:15:52;0;0;13
83;08:15:53;0;0;13
84;08:15:54;0;0;13
85;08:15:55;0;0;7
86;08:15:56;0;0;13
87;08:15:57;0;0;13
88;08:15:57;0;0;13
89;08:15:59;0;0;13
90;08:16:00;0;0;13
91;08:16:00;0;0;13
92;08:16:02;0;0;13
93;08:16:03;0;0;13
94;08:16:03;0;0;13
95;08:16:05;0;0;13
96;08:16:06;0;0;13
97;08:16:07;0;0;13
98;08:16:08;0;0;13
99;08:16:09;0;0;13
100;08:16:10;0;0;13
101;08:16:11;0;0;20
102;08:16:12;0;0;13
103;08:16:13;0;0;13
104;08:16:14;0;0;20
105;08:16:15;0;0;20
106;08:16:16;0;0;13
107;08:16:16;0;0;13
108;08:16:18;0;0;13
109;08:16:19;0;0;13
110;08:16:19;0;0;20
111;08:16:21;0;0;13
112;08:16:22;0;0;13
113;08:16:22;0;0;20
114;08:16:24;0;0;20
115;08:16:25;0;0;13
116;08:16:26;0;0;20
117;08:16:27;0;0;20
118;08:16:28;0;0;20
119;08:16:29;0;0;20
120;08:16:30;0;0;20
121;08:16:31;0;0;20
122;08:16:32;0;0;13
123;08:16:33;0;0;20
124;08:16:34;0;0;20
125;08:16:35;0;0;26
126;08:16:35;0;0;26
127;08:16:37;0;0;33
128;08:16:38;0;0;33
129;08:16:38;0;0;33
130;08:16:40;0;0;26
131;08:16:41;0;0;26
132;08:16:41;0;0;26
133;08:16:43;0;0;26
134;08:16:44;0;0;26
135;08:16:45;0;0;26
136;08:16:46;0;0;26
137;08:16:47;0;0;26
138;08:16:48;0;0;20
139;08:16:49;0;0;26
140;08:16:50;0;0;20
141;08:16:51;0;0;-20
142;08:16:52;0;0;-162
143;08:16:53;0;0;-169
144;08:16:54;0;0;-162
145;08:16:54;0;0;-162
146;08:16:56;0;0;-156
147;08:16:57;0;0;-149
148;08:16:57;0;0;-149
149;08:16:59;0;0;-364
150;08:17:00;0;0,1;-963
151;08:17:00;0;0;-1210
152;08:17:02;0;0;-1334
153;08:17:03;0;0;-1392
154;08:17:04;0;0;-1412
155;08:17:05;0;0;-1418
156;08:17:06;0;0;-1431
157;08:17:07;0;0;-1444
158;08:17:08;0;0;-1457
159;08:17:09;0;0;-1463
160;08:17:10;0;0;-1463
161;08:17:11;0;0;-1470
162;08:17:12;0;0;-1463
163;08:17:13;0;0;-1463
164;08:17:13;0;0;-1444
165;08:17:15;0;0;-1425
166;08:17:16;0;0;-1372
167;08:17:16;0;0;-1223
168;08:17:18;0;0;-1067
169;08:17:19;0;0;-969
170;08:17:19;0;0;-943
171;08:17:21;0;0;-924
172;08:17:22;0;0;-917
173;08:17:23;0;0;-917
174;08:17:24;0;0;-897
175;08:17:25;0;0;-995
176;08:17:26;0;0;-872
177;08:17:27;0;0;-819
178;08:17:28;0;1,5;-813
179;08:17:29;0;0;-819
180;08:17:30;0;0;-813
181;08:17:31;0;0;-813
182;08:17:32;0;0;-813
183;08:17:32;0;0;-806
184;08:17:34;0;0;-806
185;08:17:35;0;0;-806
186;08:17:35;0;0;-806
187;08:17:37;0;0;-806
188;08:17:38;0;0;-800
189;08:17:38;0;0;-800
190;08:17:40;0;0;-800
191;08:17:41;0;0;-794
192;08:17:42;0;0,7;-859
193;08:17:43;0,101097631;5,7;-650
194;08:17:44;0,303292894;6,3;-631
195;08:17:45;0,404390526;6,7;-885
196;08:17:46;0,505488157;10,6;-1170
197;08:17:47;0,70768342;11,2;-1268
198;08:17:48;0,909878683;10,9;-1275
199;08:17:49;1,112073946;10,5;-1288
200;08:17:50;1,213171577;9,2;-1268
201;08:17:51;1,41536684;9,6;-1275
202;08:17:51;1,617562103;13,5;-1256
203;08:17:53;1,920854997;13,8;-1262
204;08:17:54;2,12305026;15,1;-1216
205;08:17:54;2,426343154;15,6;-1184
206;08:17:56;2,729636049;17,5;-1210
207;08:17:57;3,032928943;18,3;-1165
208;08:17:57;3,336221837;18,7;-1112
209;08:17:59;3,5384171;15,2;-917
210;08:18:00;3,841709994;15,1;-969
211;08:18:01;4,145002889;16,6;-1034
212;08:18:02;4,347198151;15,8;-1028
213;08:18:03;4,650491046;14,2;-1008
214;08:18:04;4,852686308;14,2;-1001
215;08:18:05;5,054881571;12,3;-930
216;08:18:06;5,257076834;14,3;-988
217;08:18:07;5,459272097;12,6;-826
218;08:18:08;5,762564991;13,4;-839
219;08:18:09;5,964760254;13,1;-910
220;08:18:10;6,166955517;13,1;-969
221;08:18:10;6,36915078;12,7;-930
222;08:18:12;6,571346043;12,8;-664
223;08:18:13;6,773541306;13;-527
224;08:18:13;7,0768342;13,7;-553
225;08:18:15;7,279029463;13,2;-806
226;08:18:16;7,481224726;13,2;-826
227;08:18:16;7,683419988;12,7;-1074
228;08:18:18;7,986712883;12,5;-1099
229;08:18:19;8,290005777;17,3;-1074
230;08:18:20;8,593298671;19;-983
231;08:18:21;8,997689197;20;-1060
232;08:18:22;9,300982091;19,6;-1034
233;08:18:23;9,604274986;20,4;-897
234;08:18:24;10,00866551;20,4;-1041
235;08:18:25;10,31195841;20;-1086
236;08:18:26;10,6152513;19,7;-1093
237;08:18:27;11,01964183;19,9;-1086
238;08:18:28;11,32293472;19,8;-1060
239;08:18:29;11,62622761;19,8;-1093
240;08:18:29;11,92952051;19,7;-1079
241;08:18:31;12,2328134;18,3;-1074
242;08:18:32;12,5361063;18,1;-988
