Id ;Heure;Debit;Total;Pression;Densite
1;04:55:24;0;14;60;
2;04:55:32;0;14;60;
3;04:55:40;0;14;60;
4;04:55:48;0;14;60;
5;04:55:56;0;14;60;
6;04:56:04;0;14;60;
7;04:56:12;0;14;60;
8;04:56:20;0;14;60;
9;04:56:28;0;14;60;
10;04:56:36;0;14;60;
11;04:56:44;0;14;60;
12;04:56:52;0;14;60;
13;04:57:00;0;14;60;
14;04:57:08;0;14;60;
15;04:57:16;0;14;60;
16;04:57:24;0;14;60;
17;04:57:32;0;14;60;
18;04:57:40;0;14;60;
19;04:57:48;0;14;60;
20;04:57:56;0;14;60;
21;04:58:04;0;14;60;
22;04:58:12;0;14;61;
23;04:58:20;0;14;61;
24;04:58:28;0;14;61;
25;04:58:36;0;14;61;
26;04:58:44;0;14;61;
27;04:58:52;0;14;61;
28;04:59:00;0;14;61;
29;04:59:08;0;14;61;
30;04:59:16;0;14;61;
31;04:59:24;0;14;61;
32;04:59:32;0;14;61;
33;04:59:40;0;14;61;
34;04:59:48;0;14;61;
35;04:59:56;0;14;61;
36;05:00:04;0;14;61;
37;05:00:12;0;14;61;
38;05:00:20;0;14;61;
39;05:00:28;0;14;61;
40;05:00:36;0;14;61;
41;05:00:44;0;14;61;
42;05:00:52;0;14;61;
43;05:01:00;0;14;61;
44;05:01:08;0;14;61;
45;05:01:16;0;14;61;
46;05:01:24;0;14;61;
47;05:01:32;0;14;61;
48;05:01:40;0;14;61;
49;05:01:48;0;14;61;
50;05:01:56;0;14;61;
51;05:02:04;0;14;61;
52;05:02:12;0;14;61;
53;05:02:20;0;14;61;
54;05:02:28;0;14;61;
55;05:02:36;0;14;61;
56;05:02:44;0;14;61;
57;05:02:52;0;14;61;
58;05:03:00;0;14;61;
59;05:03:08;0;14;61;
60;05:03:16;0;14;61;
61;05:03:24;0;14;61;
62;05:03:32;0;14;61;
63;05:03:40;0;14;61;
64;05:03:48;0;14;61;
65;05:03:56;0;14;61;
66;05:04:04;6;14;61;
67;05:04:12;16;14;61;
68;05:04:20;25;14;61;
69;05:04:28;33;16;59;
70;05:04:36;40;16;63;
71;05:04:44;50;16;62;
72;05:04:52;62;16;61;
73;05:05:00;72;16;61;
74;05:05:08;77;23;75;
75;05:05:16;79;32;75;
76;05:05:24;79;40;77;
77;05:05:32;79;48;78;
78;05:05:40;82;58;87;
79;05:05:48;82;69;87;
80;05:05:56;80;80;88;
81;05:06:04;80;91;89;
82;05:06:12;78;102;90;
83;05:06:20;75;113;91;
84;05:06:28;77;124;92;
85;05:06:36;77;135;92;
86;05:06:44;77;145;93;
87;05:06:52;77;156;93;
88;05:07:00;75;166;94;
89;05:07:08;74;177;94;
