Id;Heure;Debit;Total;Pression;Densite
1;07:58:09;0;0;141;
2;07:58:19;0;0;128;
3;07:58:29;0;0;0;
4;07:58:39;0;0;1;
5;07:58:49;0;0;0;
6;07:58:59;0;0;0;
7;07:59:09;0;0;0;
8;07:59:19;0;0;0;
9;07:59:29;0;0;0;
10;07:59:39;0;0;0;
11;07:59:49;0;0;0;
12;07:59:59;0;0;0;
13;08:00:09;0;0;0;
14;08:00:19;0;0;0;
15;08:00:29;0;0;0;
16;08:00:39;0;0;0;
17;08:00:49;0;0;0;
18;08:00:59;0;0;0;
19;08:01:09;14;0;0;
20;08:01:19;29;0;0;
21;08:01:29;44;0;0;
22;08:01:39;59;0;0;
23;08:01:49;74;1;0;
24;08:01:59;89;1;0;
25;08:02:09;105;11;46;
26;08:02:19;108;28;50;
27;08:02:29;109;45;50;
28;08:02:39;110;61;47;
29;08:02:49;111;78;50;
30;08:02:59;112;96;55;
31;08:03:09;114;115;55;
32;08:03:19;114;133;54;
33;08:03:29;114;152;58;
34;08:03:39;115;171;55;
35;08:03:49;116;189;57;
36;08:03:59;117;208;59;
37;08:04:09;118;227;57;
38;08:04:19;120;245;60;
39;08:04:29;122;265;61;
40;08:04:39;125;284;63;
41;08:04:49;129;304;63;
42;08:04:59;133;324;67;
43;08:05:09;137;344;69;
44;08:05:19;140;365;68;
45;08:05:29;143;387;78;
46;08:05:39;146;410;83;
47;08:05:49;150;432;85;
48;08:05:59;151;456;91;
49;08:06:09;154;480;99;
50;08:06:19;155;505;100;
51;08:06:29;157;531;100;
52;08:06:39;159;556;104;
53;08:06:49;160;583;109;
54;08:06:59;160;609;107;
55;08:07:09;161;635;110;
56;08:07:19;162;662;111;
57;08:07:29;163;689;116;
58;08:07:39;164;715;113;
59;08:07:49;165;742;110;
60;08:07:59;163;770;119;
61;08:08:09;160;797;116;
62;08:08:19;156;824;117;
63;08:08:29;153;852;122;
64;08:08:39;148;880;120;
65;08:08:49;143;908;116;
66;08:08:59;139;933;98;
67;08:09:09;138;957;84;
68;08:09:19;137;979;84;
69;08:09:29;137;1003;84;
70;08:09:39;135;1026;81;
71;08:09:49;135;1049;79;
72;08:09:59;135;1071;80;
73;08:10:09;136;1094;81;
74;08:10:19;136;1117;77;
75;08:10:29;136;1139;78;
76;08:10:39;136;1162;79;
77;08:10:49;136;1184;78;
78;08:10:59;136;1207;84;
79;08:11:09;136;1229;80;
80;08:11:19;135;1252;80;
81;08:11:29;135;1275;77;
82;08:11:39;135;1297;78;
83;08:11:49;136;1320;84;
84;08:11:59;137;1343;83;
85;08:12:09;136;1366;84;
86;08:12:19;136;1389;82;
87;08:12:29;137;1412;82;
88;08:12:39;137;1434;82;
89;08:12:49;137;1456;82;
90;08:12:59;137;1479;82;
91;08:13:09;137;1502;84;
92;08:13:19;137;1525;85;
93;08:13:29;137;1548;81;
94;08:13:39;137;1571;82;
95;08:13:49;137;1594;84;
96;08:13:59;137;1617;86;
97;08:14:09;137;1640;82;
98;08:14:19;138;1663;82;
99;08:14:29;138;1685;84;
100;08:14:39;138;1708;79;
101;08:14:49;138;1731;79;
102;08:14:59;139;1754;81;
